"","term","judge_char","defendant_char","estimate","std.error","statistic","p.value","conf.low","conf.high","outcome","sig_level","controls","restriction"
"102","judge_is_woman:defendant_is_married","judge_is_woman","defendant_is_married",-0.0266043599344034,0.0307374800202395,-0.86553484270296,0.386794328037718,-0.0868659364484163,0.0336572165796096,"judgement_convicted_binary","insig","Conv.",""
"103","judge_is_woman:defendant_is_married","judge_is_woman","defendant_is_married",22.8332611137532,25.9766048873457,0.87899327925168,0.379455921043394,-28.0948345042162,73.7613567317226,"punishment_prison_days","insig","None",""
"104","judge_is_woman:defendant_is_married","judge_is_woman","defendant_is_married",42.5133504391027,27.5090671250812,1.54543046646396,0.122325798187149,-11.4206818258661,96.4473827040714,"punishment_prison_days","insig","Pers.",""
"105","judge_is_woman:defendant_is_married","judge_is_woman","defendant_is_married",36.2408574923842,24.2786075009068,1.49270741705556,0.135598615234235,-11.3598305687871,83.8415455535554,"punishment_prison_days","insig","Conv.",""
"106","judge_is_woman:defendant_is_married","judge_is_woman","defendant_is_married",-893.227164534925,2172.04644900432,-0.411237598046941,0.680924455259023,-5151.88859591982,3365.43426684997,"punishment_fine","insig","None",""
"107","judge_is_woman:defendant_is_married","judge_is_woman","defendant_is_married",-2712.06541154584,2297.31828634383,-1.1805353344669,0.237878348163763,-7216.49319036157,1792.36236726989,"punishment_fine","insig","Pers.",""
"108","judge_is_woman:defendant_is_married","judge_is_woman","defendant_is_married",-142.277990333072,2072.92801825797,-0.0686362425901495,0.945283711838213,-4206.77067792538,3922.21469725923,"punishment_fine","insig","Conv.",""
"109","judge_some_foreign_background:defendant_age","judge_some_foreign_background","defendant_age",-0.00127937006654815,0.00229450845784163,-0.557579146058851,0.57715792603636,-0.00577766374915335,0.00321892361605706,"judgement_convicted_binary","insig","None",""
"110","judge_some_foreign_background:defendant_age","judge_some_foreign_background","defendant_age",-0.00244748897328545,0.00247814391968029,-0.987629876476748,0.323389517497023,-0.00730592935239111,0.00241095140582022,"judgement_convicted_binary","insig","Pers.",""
"111","judge_some_foreign_background:defendant_age","judge_some_foreign_background","defendant_age",-0.00111307029673628,0.00194495826614243,-0.572284925652369,0.567159337307436,-0.00492620824085298,0.00270006764738041,"judgement_convicted_binary","insig","Conv.",""
"112","judge_some_foreign_background:defendant_age","judge_some_foreign_background","defendant_age",0.738084161494174,1.63282848461113,0.452027979944235,0.651272135399548,-2.46312207097701,3.93929039396536,"punishment_prison_days","insig","None",""
"113","judge_some_foreign_background:defendant_age","judge_some_foreign_background","defendant_age",0.533781430661075,1.72962447529811,0.30861116865791,0.757634312399431,-2.85730492762388,3.92486778894603,"punishment_prison_days","insig","Pers.",""
"114","judge_some_foreign_background:defendant_age","judge_some_foreign_background","defendant_age",0.854916426429459,1.52902071807048,0.559126777240995,0.57610886780915,-2.14288475459884,3.85271760745776,"punishment_prison_days","insig","Conv.",""
"115","judge_some_foreign_background:defendant_age","judge_some_foreign_background","defendant_age",-20.645156891176,136.004716072299,-0.151797360322426,0.879355701970866,-287.303708819769,246.013395037417,"punishment_fine","insig","None",""
"116","judge_some_foreign_background:defendant_age","judge_some_foreign_background","defendant_age",29.3071450672938,144.052371532634,0.203447848553152,0.838798417580338,-253.141093730545,311.755383865132,"punishment_fine","insig","Pers.",""
