"","v1_value","v2_value","judgement_convicted_binary","punishment_prison_days","punishment_fine","punishment_share_max_prison_sentence","n","v1","v2","restriction"
"179",NA,"2",0.905882352941176,84.4050632911393,5983.58208955224,0.085390205502537,85,"judge_some_foreign_background","defendant_net_income_quantile",""
"180",NA,"3",0.854166666666667,68.406976744186,9454.86111111111,0.072686369946644,96,"judge_some_foreign_background","defendant_net_income_quantile",""
"181",NA,"4",0.822429906542056,44.6521739130435,12304,0.0517698593897224,107,"judge_some_foreign_background","defendant_net_income_quantile",""
"182","0","0",0.865408805031447,97.2754237288135,5206.10820244328,0.0528289351378191,795,"judge_some_foreign_background","case_is_not_oslo",""
"183","0","1",0.833547392756228,90.5036581796897,9102.65420560747,0.0627145838878316,3893,"judge_some_foreign_background","case_is_not_oslo",""
"184","1","0",0.852941176470588,112.451612903226,7848,0.0339639051967819,34,"judge_some_foreign_background","case_is_not_oslo",""
"185","1","1",0.862068965517241,48.0610687022901,12550.9174311927,0.0399182117459699,145,"judge_some_foreign_background","case_is_not_oslo",""
"186",NA,"0",0.794117647058823,55.2068965517241,9781.25,0.0406044792346163,34,"judge_some_foreign_background","case_is_not_oslo",""
"187",NA,"1",0.879256965944272,67.3047945205479,8270.04048582996,0.0659946905718198,323,"judge_some_foreign_background","case_is_not_oslo",""
"188","0","40 - 55",0.859623733719247,73.2198697068404,11710.7209737828,0.0529963278044579,691,"judge_is_married","defendant_age_groups",""
"189","0","< 40",0.83525641025641,77.0145032632343,6877.91539153915,0.0574064542142764,1560,"judge_is_married","defendant_age_groups",""
"190","0","> 55",0.828358208955224,59.9825327510917,12573.6842105263,0.0555986169201319,268,"judge_is_married","defendant_age_groups",""
"191","0",NA,0.847826086956522,75.1904761904762,11758.064516129,0.0544809430621564,46,"judge_is_married","defendant_age_groups",""
"192","1","40 - 55",0.830357142857143,126.964346349746,10373.5966735967,0.06039636764749,672,"judge_is_married","defendant_age_groups",""
"193","1","< 40",0.84588318085855,97.3700159489632,6608.11806256307,0.0645695097085677,1421,"judge_is_married","defendant_age_groups",""
"194","1","> 55",0.818181818181818,106.545454545454,11160.1156069364,0.0591559498670875,242,"judge_is_married","defendant_age_groups",""
"195","1",NA,0.829268292682927,102.944444444444,7327.58620689655,0.0519579670189525,41,"judge_is_married","defendant_age_groups",""
"196",NA,"40 - 55",0.875,47.5443037974684,11481.6901408451,0.0685743881520137,88,"judge_is_married","defendant_age_groups",""
"197",NA,"< 40",0.88235294117647,76.841726618705,6592.6724137931,0.0550024724944404,153,"judge_is_married","defendant_age_groups",""
"198",NA,"> 55",0.871794871794872,96.4,7693.54838709678,0.0867179301738563,39,"judge_is_married","defendant_age_groups",""
"199",NA,NA,0.666666666666667,145,0,0.493150684931506,3,"judge_is_married","defendant_age_groups",""
"200","0","0",0.843764705882353,78.4331919406151,9233.1255605381,0.0581955540419389,2125,"judge_is_married","defendant_is_woman",""
"201","0","1",0.817910447761194,54.6725352112676,6836.24454148472,0.0424628234823152,335,"judge_is_married","defendant_is_woman",""
"202","0",NA,0.866666666666667,48.9574468085106,8815.52631578948,0.0476416231539014,105,"judge_is_married","defendant_is_woman",""
"203","1","0",0.840744570837642,111.365294117647,8061.83369644154,0.0653292071566538,1934,"judge_is_married","defendant_is_woman",""
"204","1","1",0.82484076433121,68.8,8284.21052631579,0.0394771461065299,314,"judge_is_married","defendant_is_woman",""
"205","1",NA,0.8359375,129.353982300885,9647.72727272727,0.078790941778232,128,"judge_is_married","defendant_is_woman",""
"206",NA,"0",0.871369294605809,69.1428571428572,8297.3544973545,0.0746627014637794,241,"judge_is_married","defendant_is_woman",""
"207",NA,"1",0.862068965517241,49.1153846153846,5825,0.0309578350972038,29,"judge_is_married","defendant_is_woman",""
"208",NA,NA,1,151.153846153846,12159.0909090909,0.0653407640602399,13,"judge_is_married","defendant_is_woman",""
"209","0","0",0.846706586826348,72.3784511784512,9407.8719611021,0.0551910535759513,1670,"judge_is_married","defendant_some_foreign_background",""
"210","0","1",0.833590138674885,79.8952042628774,7864.70588235294,0.0611003891650568,649,"judge_is_married","defendant_some_foreign_background",""
"211","0",NA,0.82520325203252,72.1805555555555,8261.12716763006,0.0452675584552649,246,"judge_is_married","defendant_some_foreign_background",""
"212","1","0",0.83709787816564,101.026624902114,9025.76003824091,0.0652349875184408,1461,"judge_is_married","defendant_some_foreign_background",""
"213","1","1",0.835051546391753,110.365,5680.43478260869,0.0549000624792295,679,"judge_is_married","defendant_some_foreign_background",""
