"","term","estimate","std.error","statistic","p.value","conf.low","conf.high","df","outcome","sig_level"
"1","(Intercept)",-56.8811877705521,114.994812589767,-0.494641336331148,0.632672610506283,-316.914379853618,203.152004312513,9.02347993826386,"punishment_prison_days","insig"
"2","judge_age",0.821798934456341,0.483615744506986,1.69928076947559,0.0935229256470827,-0.142040711964348,1.78563858087703,73.0231259334604,"punishment_prison_days","*"
"3","judge_is_woman",-4.54726722027683,11.9298819687439,-0.381166153377761,0.703367636791469,-28.0304240377904,18.9358895972367,281.346242700111,"punishment_prison_days","insig"
"4","judge_some_foreign_background",-37.9037491092107,10.5806092828876,-3.58237867931799,0.00286592638718144,-60.5290914026185,-15.2784068158029,14.4618839366391,"punishment_prison_days","***"
"5","judge_log_net_income",9.46120806260415,8.87155089325342,1.06646607526077,0.318512080340661,-11.1369032858683,30.0593194110766,7.69854930069017,"punishment_prison_days","insig"
"6","judge_is_married",6.12914568998434,12.8342161252811,0.477562916983378,0.633502303833025,-19.1843576363178,31.4426490162865,192.791978937465,"punishment_prison_days","insig"
"7","defendant_age",0.937670679069432,0.357296077441812,2.62435201019562,0.00920337063124272,0.234055316702406,1.64128604143646,255.883142752255,"punishment_prison_days","***"
"8","defendant_is_woman",-14.5935392658272,9.97897188439801,-1.4624291394832,0.145330646445623,-34.2815396737875,5.09446114213305,183.884017864172,"punishment_prison_days","insig"
"9","defendant_log_net_income",-4.10452935119319,2.29321313310859,-1.7898595171698,0.0751072838335782,-8.62865367110992,0.41959496872355,185.541619275171,"punishment_prison_days","*"
"10","case_is_not_oslo",9.77974234978804,29.2717789447453,0.334101400815056,0.73922223976604,-48.5190493631707,68.0785340627467,76.0813949695049,"punishment_prison_days","insig"
"11","defendant_is_married",-10.2781047951333,25.1321844517169,-0.408961855857745,0.683462896625455,-60.1541230171772,39.5979134269106,97.6840701348826,"punishment_prison_days","insig"
"12","convicted_stay_of_execution_.conditional_imprisonment_.",-27.1129361608404,15.891422583459,-1.70613650341547,0.0916379063814079,-58.7098119839786,4.48393966229794,84.9124519177546,"punishment_prison_days","*"
"13","convicted_bodily_injury",40.7631307013177,18.158915735591,2.24479981596165,0.0268782510239409,4.75723817758687,76.7690232250486,104.970724340594,"punishment_prison_days","**"
"14","convicted_drug_offense",-22.8141079708518,28.7460825606696,-0.793642331009864,0.428729942236461,-79.6404413360196,34.012225394316,141.778975100048,"punishment_prison_days","insig"
"15","convicted_illegal_arming_in_a_public_place",26.1422933288085,24.2586133833377,1.07764994295859,0.28458106710967,-22.1688668233498,74.4534534809667,76.3965773449937,"punishment_prison_days","insig"
"16","convicted_participation",41.0771907597468,54.4763346300682,0.754037345549938,0.45347189847035,-67.6604059066971,149.814787426191,66.9203956169616,"punishment_prison_days","insig"
"17","convicted_courtesy",18.6061257895617,28.7262035099133,0.647705701282134,0.520844054449326,-39.4360993717163,76.6483509508396,40.3480766857125,"punishment_prison_days","insig"
"18","convicted_general_violation_of_traffic_act_1",-82.1387553376345,20.5673345345698,-3.99365096141043,9.75718014781432e-05,-122.746144341597,-41.5313663336718,165.93745441158,"punishment_prison_days","***"
"19","convicted_drinking_within_six_hours_of_traffic_investigation",-6.46009117902161,9.07629637771244,-0.71175410213409,0.477823900507407,-24.407394079431,11.4872117213878,137.385609024984,"punishment_prison_days","insig"
"20","convicted_acquisition_possession_and_use_of_drugs",146.250922682208,101.385779213432,1.4425190970257,0.191643093689657,-92.6481873272592,385.150032691675,7.12352429228107,"punishment_prison_days","insig"
"21","convicted_section_24_of_the_medicines_act_other",-143.268985717,103.184074021408,-1.38847963773243,0.204743084692084,-383.89544825848,97.3574768244793,7.51769036749589,"punishment_prison_days","insig"
"22","convicted_sentencing_beyond_the_maximum_sentence_.multiple_offences_repeat_offences_organized_crime.",14.7763407608474,15.3137137909859,0.964909032683186,0.335525994280842,-15.3844943908987,44.9371759125935,249.15010098375,"punishment_prison_days","insig"
"23","convicted_road_traffic_act_other_1",36.9470573314722,62.5182653836127,0.590980205620944,0.583112260619051,-129.615208411467,203.509323074412,4.47390213712465,"punishment_prison_days","insig"
"24","convicted_violating_traffic_signage_act",-41.9581959035492,62.5085894429012,-0.671238885367524,0.532808024678548,-204.331102049801,120.414710242702,4.83252350816978,"punishment_prison_days","insig"
"25","convicted_temporary_suspension_of_driving_lisence",11.9443003028415,7.60984447963777,1.56958533578469,0.117855176342155,-3.04782140959101,26.936422015274,235.331973163986,"punishment_prison_days","insig"
"26","convicted_assault_and_battery",-39.4678859055321,16.1064021691278,-2.45044706391243,0.0152518409225785,-71.2557440375003,-7.68002777356383,174.950917428703,"punishment_prison_days","**"
"27","convicted_reckless_behavior",8.59721568917286,20.013958560143,0.429560981818653,0.668909993459086,-31.3597107168423,48.5541420951881,66.1980360533565,"punishment_prison_days","insig"
"28","convicted_violation_of_residence_and_contact_prohibition_or_decision_on_restraint",-17.0848372032575,25.852252521048,-0.660864549011644,0.510726107856498,-68.5859976893806,34.4163232828656,74.9261029272867,"punishment_prison_days","insig"
"29","convicted_damage",-12.8747595648128,19.9024107903212,-0.646894474265094,0.519284296675078,-52.3939258177657,26.6444066881401,93.5527473526917,"punishment_prison_days","insig"
"30","convicted_threats",-20.8890407919228,21.5401427284613,-0.969772626637326,0.334451283129267,-63.6132417372266,21.835160153381,102.11350683715,"punishment_prison_days","insig"
"31","convicted_grievous_bodily_harm",253.883248501158,54.8093440906287,4.6321161603641,6.68224850735474e-05,141.908617940896,365.85787906142,29.7527687915138,"punishment_prison_days","***"
"32","convicted_serious_drug_offense",564.42426995954,136.320001358468,4.14043621137683,0.000144126280669936,290.12535949733,838.72318042175,46.6236920107851,"punishment_prison_days","***"
"33","convicted_aggravated_assault",9.21024420254574,21.4411307756752,0.429559629989043,0.670290135373088,-34.4015085728144,52.8219969779059,33.2115986362924,"punishment_prison_days","insig"
"34","convicted_intention_of_committing_an_offens",77.3106621078296,41.3942908410963,1.86766485273557,0.0734884608694995,-7.91072177495771,162.532045990617,25.1850666512378,"punishment_prison_days","*"
"35","convicted_theft",-36.7755469294323,22.6730356206109,-1.6219948464246,0.10800738279694,-81.7676920220115,8.216598163147,98.3070165555463,"punishment_prison_days","insig"
"36","convicted_road_traffic_act_other_5",29.6789959106627,22.2119206076039,1.33617422981886,0.18555777956351,-14.5740006295942,73.9319924509197,74.5292325833084,"punishment_prison_days","insig"
"37","convicted_violating_basic_traffic_rules",11.3333672646822,12.0470333349998,0.940760015310644,0.348763520404749,-12.5248127954044,35.1915473247688,117.158936890225,"punishment_prison_days","insig"
"38","convicted_loss_of_the_right_to_drive_a_motor_vehicle.",-2.80972038442451,6.76092351925567,-0.415582335227161,0.678559732127048,-16.214645715608,10.595204946759,105.497675727345,"punishment_prison_days","insig"
"39","convicted_obstruction_of_a_public_official",-17.005262955854,16.2265293937252,-1.04799138147372,0.297815772614735,-49.299813962101,15.289288050393,79.5621402530502,"punishment_prison_days","insig"
"40","convicted_aggravated_theft",94.7304823871218,34.0414878531556,2.78279500578117,0.00724629312405809,26.6001562683754,162.860808505868,58.4478630485693,"punishment_prison_days","***"
"41","convicted_fraud",-49.3722936880793,27.2854713983547,-1.80947189686657,0.0755579568771982,-103.9895306803,5.24494330414114,58.0283521412179,"punishment_prison_days","*"
"42","convicted_judgment_in_arrears",34.5337602409527,69.4642933991863,0.497144051296968,0.623380372248361,-108.444660551046,177.512181032951,25.3000027334488,"punishment_prison_days","insig"
"43","convicted_abuse_in_close_relationships",361.351650203671,64.9594627493361,5.56272535070134,6.02258832994114e-06,228.273326846209,494.429973561133,27.9306043053157,"punishment_prison_days","***"
"44","convicted_violence_threats_vandalism_or_other_unlawful_conduct_against_a_public_official",-72.7161567121646,19.8702771488094,-3.65954416073767,0.000325230437469053,-111.904525833277,-33.527787591052,194.898029508357,"punishment_prison_days","***"
"45","convicted_violation_of_police_act",-36.7234631057102,25.1343811210295,-1.46108483550384,0.148314890096602,-86.8224500898897,13.3755238784693,72.464456222284,"punishment_prison_days","insig"
"46","convicted_serious_fraud",88.3488403654172,35.0922169933887,2.51761923112643,0.0151313703969156,17.8297311086834,158.867949622151,49.0368662253402,"punishment_prison_days","**"
