"","term","estimate","std.error","statistic","p.value","sig_level"
"32","convicted_grievous_bodily_harm",1.43150496773696,0.258193952837731,5.54430091024101,2.95130918483748e-08,"***"
"33","convicted_serious_drug_offense",2.23054701085658,0.161093176933758,13.8463158608747,1.33905935253132e-43,"***"
"34","convicted_aggravated_assault",0.309423296352621,0.204872200346572,1.51032348863918,0.130960901065729,"not sig."
"35","convicted_intention_of_committing_an_offens",0.333589062170623,0.233954748352927,1.42587002195568,0.153905864110606,"not sig."
"36","convicted_theft",0.0484864046538428,0.138849273232988,0.349201717264181,0.726937877067736,"not sig."
"37","convicted_road_traffic_act_other_5",0.448770203461926,0.175515319774759,2.55687198153323,0.0105618079154725,"**"
"38","convicted_violating_basic_traffic_rules",-0.0546741339515042,0.119997365943288,-0.455627784174394,0.648657660120221,"not sig."
"39","convicted_loss_of_the_right_to_drive_a_motor_vehicle.",0.157639566676292,0.11533906601492,1.36674911738838,0.171703956543383,"not sig."
"40","convicted_obstruction_of_a_public_official",0.077354925878722,0.132357076998716,0.58444117710058,0.558923529945252,"not sig."
"41","convicted_aggravated_theft",0.638496478464146,0.230988785674552,2.76418821199288,0.00570646135664334,"***"
"42","convicted_fraud",0.225570568797096,0.170118134045863,1.3259642780721,0.184851529988563,"not sig."
"43","convicted_judgment_in_arrears",0.095664582938672,0.217523076156516,0.439790502364163,0.660088847117018,"not sig."
"44","convicted_abuse_in_close_relationships",1.90310492563175,0.228494531533981,8.32888609130113,8.16065386085519e-17,"***"
"45","convicted_violence_threats_vandalism_or_other_unlawful_conduct_against_a_public_official",-0.0957773324881554,0.085101378955154,-1.12544983012117,0.260398465509136,"not sig."
"46","convicted_violation_of_police_act",-0.106470906599665,0.147608948795221,-0.721303873977,0.470722574002597,"not sig."
"47","convicted_serious_fraud",1.19976927707325,0.22658535101314,5.29499930912864,1.19016860527515e-07,"***"
"48","convicted_disorderly_conduct",-0.119914311175189,0.158427659418968,-0.756902624295367,0.449108203027695,"not sig."
"49","convicted_minor_theft",0.135951077681581,0.212981479402032,0.638323473305181,0.523263134956635,"not sig."
"50","convicted_unauthorized_entry_or_stay",-0.245139077140894,0.2033976930113,-1.20522053869744,0.228118175561385,"not sig."
"51","convicted_theft_of_motor_vehicles_etc",0.584268402982984,0.21291443989361,2.74414644340203,0.00606684668970234,"***"
"52","convicted_road_traffic_act_other_4",-0.049894773240961,0.245195760339412,-0.203489543097704,0.838752418107165,"not sig."
"53","convicted_incorrect_explanation",-0.737351826981549,0.208694042428757,-3.53317142358418,0.000410606136823913,"***"
"54","convicted_document_forgery",0.715308093676693,0.254071469865412,2.81538141238608,0.00487193739334438,"***"
"55","convicted_breach_of_the_duty_of_identification",0.539864459747177,0.18456875214583,2.92500465799662,0.00344451067256625,"***"
"56","convicted_violation_in_prison",-0.256685491055937,0.249102232505943,-1.0304423548264,0.302802399349829,"not sig."
"57","group1_mitigating_confession",0.233469810385592,0.0567262214830198,4.11572997957352,3.85955938536525e-05,"***"
"58","group1_aggravating_other",0.108942898611475,0.0653513764395116,1.66703296161346,0.0955078508412853,"*"
"59","group1_aggravating_repeated_offense",0.462924817923163,0.0623047296339289,7.43001086182502,1.08588762020186e-13,"***"
"60","group1_aggravating_driving",0.0330376483308042,0.0819834386644131,0.402979539148618,0.68696327665343,"not sig."
"61","group1_mitigating_processing_time",-0.0488186521154769,0.0638817576699258,-0.76420333278431,0.444746080787483,"not sig."
"62","group1_aggravating_life_health",0.17615143780506,0.0821019600416472,2.1455204932465,0.0319112546985522,"**"
"63","group1_mitigating_other",0.00609933611968041,0.139670579008013,0.0436694410734167,0.965167898459861,"not sig."
"64","group1_aggravating_victim",0.308849174376503,0.122285076578971,2.5256489427559,0.0115484817120463,"**"
"65","group1_aggravating_threats",0.243716406182671,0.12341439104815,1.97478109410745,0.0482929954372905,"**"
"66","group1_aggravating_place",0.162608824062595,0.11222429631768,1.44896274156435,0.147347987859306,"not sig."
"67","group1_aggravating_severe",0.21419386606077,0.103564950938419,2.06820805803435,0.0386204628650545,"**"
"68","group1_aggravating_preventative",0.0736580301896398,0.136009620215177,0.54156485455299,0.588118308669289,"not sig."
"69","group1_aggravating_violation",0.15353371242488,0.0936349953934518,1.63970438381222,0.101066647014557,"not sig."
"70","group1_aggravating_cumulative_offense",0.25090087771467,0.120044461491133,2.09006625210446,0.0366118487189627,"**"
"71","group1_aggravating_children",-0.0280022736655905,0.150539134737583,-0.186013249740033,0.852434370876133,"not sig."
"72","group1_aggravating_drugs",-0.0729531558638085,0.122510681506907,-0.595484042423641,0.55151996271904,"not sig."
"73","group1_mitigating_burden",-0.140321700932583,0.153698834437385,-0.912965289855524,0.36126079714228,"not sig."
"74","group1_mitigating_cause",-0.154903871583417,0.140859612310993,-1.09970394666015,0.271461134626008,"not sig."
"75","group1_aggravating_object",-0.117332650322707,0.192801447372432,-0.608567269186818,0.542811305051143,"not sig."
"76","group1_mitigating_potential_rehabilitation",-0.143736601940493,0.241254184705509,-0.595789051766904,0.551316158544005,"not sig."
"77","group1_mitigating_minor",-0.450380766279402,0.203886385158717,-2.20897911318993,0.0271760937285166,"**"
"78","judge_age:defendant_some_foreign_background",0.00595353731642477,0.00442670818823625,1.34491298347743,0.178653336903999,"not sig."
