"","term","estimate","std.error","statistic","p.value","conf.low","conf.high","outcome","sig_level","controls","restriction"
"1","judge_age",-1.35600167103057e-18,1.28484811836813e-17,-0.105537896008503,0.916019767348364,-2.66409089948291e-17,2.39289056527679e-17,"judgement_convicted_binary","insig","None","convicted_theft"
"2","judge_age",0.272650417466478,0.791257267169144,0.344578721459243,0.730653342409842,-1.2844882344595,1.82978906939246,"punishment_prison_days","insig","None","convicted_theft"
"3","judge_age",-55.1697075296279,26.4380942363271,-2.08675054398673,0.0377575943879934,-107.19801757085,-3.14139748840575,"punishment_fine","**","None","convicted_theft"
"4","judge_is_woman",9.24094945702031e-16,9.14959941108874e-16,1.00998404868096,0.313314128245813,-8.76433249472663e-16,2.72462314087672e-15,"judgement_convicted_binary","insig","None","convicted_theft"
"5","judge_is_woman",7.85320261437909,21.1901692971352,0.370605940153617,0.711191727957768,-33.8464342394239,49.5528394681821,"punishment_prison_days","insig","None","convicted_theft"
"6","judge_is_woman",640.575163398688,679.64209731271,0.942518372436771,0.346683161424401,-696.876569576781,1978.02689637416,"punishment_fine","insig","None","convicted_theft"
"7","judge_some_foreign_background",-7.09098972059424e-17,4.26899182217996e-16,-0.166104551518518,0.868188456030397,-9.1106375902653e-16,7.69243964614645e-16,"judgement_convicted_binary","insig","None","convicted_theft"
"8","judge_some_foreign_background",7.77032871972323,66.6216006878202,0.116633774023742,0.907229634084995,-123.34352070892,138.884178148367,"punishment_prison_days","insig","None","convicted_theft"
"9","judge_some_foreign_background",-3010.38062283737,2118.13096514447,-1.42124385714367,0.156302103547771,-7178.94309457142,1158.18184889668,"punishment_fine","insig","None","convicted_theft"
"10","judge_log_net_income",-5.42211480356987e-17,1.05636600784484e-16,-0.513279939273311,0.608130792467618,-2.62098156907618e-16,1.53655860836221e-16,"judgement_convicted_binary","insig","None","convicted_theft"
"11","judge_log_net_income",33.9250993306505,19.0483540766306,1.78099898784805,0.0759176573251556,-3.55920856999554,71.4094072312966,"punishment_prison_days","*","None","convicted_theft"
"12","judge_log_net_income",-631.796210272125,613.627068886962,-1.02960941964004,0.304017282264394,-1839.32237729928,575.729956755028,"punishment_fine","insig","None","convicted_theft"
"13","judge_is_married",-8.88552832405739e-16,9.1543708866674e-16,-0.970632327885955,0.332510714656055,-2.69001999506152e-15,9.1291433025004e-16,"judgement_convicted_binary","insig","None","convicted_theft"
"14","judge_is_married",7.8018053375196,21.1985509030666,0.368034842249098,0.713105930297017,-33.9143254818903,49.5179361569295,"punishment_prison_days","insig","None","convicted_theft"
"15","judge_is_married",-695.578231292516,679.729989491207,-1.02331549592681,0.306980413014847,-2033.20292522333,642.046462638301,"punishment_fine","insig","None","convicted_theft"
"16","judge_age",1.27145261042852e-17,2.6291018909296e-17,0.483607202450022,0.62907484897359,-3.90577847774022e-17,6.44868369859727e-17,"judgement_convicted_binary","insig","Pers.","convicted_theft"
"17","judge_is_woman",3.85010412650052e-16,5.6520542429174e-16,0.681186690896517,0.496364308947413,-7.27992892372164e-16,1.49801371767227e-15,"judgement_convicted_binary","insig","Pers.","convicted_theft"
"18","judge_some_foreign_background",4.04471346638053e-17,1.63271567817475e-15,0.0247729198687073,0.980255240818333,-3.17469884212375e-15,3.25559311145136e-15,"judgement_convicted_binary","insig","Pers.","convicted_theft"
"19","judge_log_net_income",-2.37680155393795e-16,5.7134707517828e-16,-0.41599960115247,0.677756114727522,-1.36277760785555e-15,8.87417297067961e-16,"judgement_convicted_binary","insig","Pers.","convicted_theft"
"20","judge_is_married",-5.15361409203983e-16,6.33731779809283e-16,-0.813216924925365,0.41684351697115,-1.7633069085049e-15,7.32584090096936e-16,"judgement_convicted_binary","insig","Pers.","convicted_theft"
"21","judge_age",4.40259204947511e-17,2.88961578142728e-17,1.52359081015972,0.129214619371459,-1.29595864875311e-17,1.01011427477033e-16,"judgement_convicted_binary","insig","Conv.","convicted_theft"
"22","judge_is_woman",4.88996719082797e-16,6.27327944731608e-16,0.779491370007447,0.436625745344361,-7.48143568025765e-16,1.72613700619136e-15,"judgement_convicted_binary","insig","Conv.","convicted_theft"
"23","judge_some_foreign_background",4.23141875335459e-16,1.75718579777534e-15,0.240806564605275,0.809955468728698,-3.04216739491064e-15,3.88845114558156e-15,"judgement_convicted_binary","insig","Conv.","convicted_theft"
"24","judge_log_net_income",-6.35088801094483e-16,6.12164411418945e-16,-1.03744809278018,0.30079879025416,-1.84232540207914e-15,5.72147799890175e-16,"judgement_convicted_binary","insig","Conv.","convicted_theft"
"25","judge_is_married",-3.27830877667254e-16,7.11080567403475e-16,-0.461031974005893,0.645284244995709,-1.73013795597097e-15,1.07447620063646e-15,"judgement_convicted_binary","insig","Conv.","convicted_theft"
"26","judge_age",-1.19494877179645,0.884353127551141,-1.35121224154584,0.177811127700584,-2.93641817649044,0.546520632897548,"punishment_prison_days","insig","Pers.","convicted_theft"
"27","judge_is_woman",1.83664822807026,19.0118605294729,0.0966053914198994,0.923114773996518,-35.6015338814534,39.274830337594,"punishment_prison_days","insig","Pers.","convicted_theft"
"28","judge_some_foreign_background",19.8304588870358,54.9197892016689,0.361080389697367,0.718334842205481,-88.3176661405644,127.978583914636,"punishment_prison_days","insig","Pers.","convicted_theft"
"29","judge_log_net_income",33.5182214611064,19.218447736632,1.7440649692648,0.08233874153105,-4.32677246313323,71.363215385346,"punishment_prison_days","*","Pers.","convicted_theft"
"30","judge_is_married",14.002965575901,21.3168870874278,0.656895423730028,0.511833684521663,-27.9742780268533,55.9802091786554,"punishment_prison_days","insig","Pers.","convicted_theft"
