"","term","estimate","std.error","statistic","p.value","conf.low","conf.high","outcome","sig_level","controls","restriction"
"1","judge_age",1.88078297195875e-18,1.04293199680185e-17,0.180336107984622,0.857118351848738,-1.87170844666179e-17,2.24786504105354e-17,"judgement_convicted_binary","insig","None","convicted_incorrect_explanation"
"2","judge_age",0.191895378803813,0.271295246152286,0.707330414098362,0.480396602419088,-0.34391170488877,0.727702462496397,"punishment_prison_days","insig","None","convicted_incorrect_explanation"
"3","judge_age",27.1336728428505,7.81632380777747,3.47141105078729,0.000666785805268228,11.6964629247258,42.5708827609752,"punishment_fine","***","None","convicted_incorrect_explanation"
"4","judge_is_woman",5.1229606825859e-16,4.75417071244534e-16,1.07757188213186,0.282846817322123,-4.26605847393249e-16,1.45119798391043e-15,"judgement_convicted_binary","insig","None","convicted_incorrect_explanation"
"5","judge_is_woman",9.05379310344829,6.4987418557357,1.39316090782365,0.165503638774759,-3.78058232548659,21.8881685323832,"punishment_prison_days","insig","None","convicted_incorrect_explanation"
"6","judge_is_woman",96.5517241379313,194.609276529399,0.496131149859886,0.620482738511875,-287.782439670605,480.885887946468,"punishment_fine","insig","None","convicted_incorrect_explanation"
"7","judge_some_foreign_background",3.05704919215785e-16,1.68525255134814e-15,0.181400063136669,0.856292102257985,-3.02349137108141e-15,3.63490120951298e-15,"judgement_convicted_binary","insig","None","convicted_incorrect_explanation"
"8","judge_some_foreign_background",-14.9403973509934,19.0333635627074,-0.784958333915636,0.433683885365968,-52.5405797771544,22.6597850751677,"punishment_prison_days","insig","None","convicted_incorrect_explanation"
"9","judge_some_foreign_background",-198.675496688742,572.21433754374,-0.347204681276542,0.728911587196559,-1329.07808725687,931.727093879388,"punishment_fine","insig","None","convicted_incorrect_explanation"
"10","judge_log_net_income",2.67736328882257e-16,4.2168083358062e-16,0.634926483636514,0.526377639699877,-5.65002393409388e-16,1.1004750511739e-15,"judgement_convicted_binary","insig","None","convicted_incorrect_explanation"
"11","judge_log_net_income",-2.20716698835595,6.25499062803124,-0.352864955299007,0.724651230363923,-14.5595730944236,10.1452391177117,"punishment_prison_days","insig","None","convicted_incorrect_explanation"
"12","judge_log_net_income",-300.754755754725,184.711402140003,-1.62824142023873,0.105428991360598,-665.52432733962,64.0148158301703,"punishment_fine","insig","None","convicted_incorrect_explanation"
"13","judge_is_married",-5.73465748050643e-16,4.80966872497645e-16,-1.19231859997478,0.234901674885089,-1.52332797485495e-15,3.7639647875366e-16,"judgement_convicted_binary","insig","None","convicted_incorrect_explanation"
"14","judge_is_married",1.49599371563236,6.61864816134979,0.226027079724279,0.821468835686024,-11.5751848633137,14.5671722945785,"punishment_prison_days","insig","None","convicted_incorrect_explanation"
"15","judge_is_married",-315.789473684211,195.604846684934,-1.61442560875223,0.108405511971145,-702.089790546004,70.5108431775813,"punishment_fine","insig","None","convicted_incorrect_explanation"
"16","judge_age",-1.14131573027887e-17,1.69736188716352e-17,-0.67240565427455,0.502586671799864,-4.50113951233329e-17,2.21850805177555e-17,"judgement_convicted_binary","insig","Pers.","convicted_incorrect_explanation"
"17","judge_is_woman",-3.94430154138522e-16,3.46622522418473e-16,-1.13792419311498,0.257363831209179,-1.08054818413826e-15,2.91687875861219e-16,"judgement_convicted_binary","insig","Pers.","convicted_incorrect_explanation"
"18","judge_some_foreign_background",-1.50418994240043e-16,9.24257096238741e-16,-0.162745836469282,0.87098563020072,-1.979929245507e-15,1.67909125702691e-15,"judgement_convicted_binary","insig","Pers.","convicted_incorrect_explanation"
"19","judge_log_net_income",1.36748530731979e-16,3.96062976233408e-16,0.3452696640127,0.730481402819509,-6.47233846157613e-16,9.20730907621571e-16,"judgement_convicted_binary","insig","Pers.","convicted_incorrect_explanation"
"20","judge_is_married",3.86032465989544e-16,3.68529280662904e-16,1.0474946937599,0.296925484711129,-3.4344864874421e-16,1.1155135807233e-15,"judgement_convicted_binary","insig","Pers.","convicted_incorrect_explanation"
"21","judge_age",-1.62492959752709e-17,1.56741759322091e-17,-1.03669220286599,0.302379690297399,-4.73464146011011e-17,1.48478226505593e-17,"judgement_convicted_binary","insig","Conv.","convicted_incorrect_explanation"
"22","judge_is_woman",-2.69563001165913e-16,3.55374958044308e-16,-0.758531221922237,0.449917115311615,-9.74616796322322e-16,4.35490793990496e-16,"judgement_convicted_binary","insig","Conv.","convicted_incorrect_explanation"
"23","judge_some_foreign_background",-3.92716194198636e-16,8.69428978399006e-16,-0.451694392475618,0.65246731160681,-2.11763852472129e-15,1.33220613632402e-15,"judgement_convicted_binary","insig","Conv.","convicted_incorrect_explanation"
"24","judge_log_net_income",7.19236111516452e-17,3.72884276546124e-16,0.192884537309656,0.84744059481867,-6.67868173221125e-16,8.11715395524416e-16,"judgement_convicted_binary","insig","Conv.","convicted_incorrect_explanation"
"25","judge_is_married",1.16705547634921e-16,3.43593881687923e-16,0.339661309047759,0.734823948978523,-5.6497492757287e-16,7.98386022842712e-16,"judgement_convicted_binary","insig","Conv.","convicted_incorrect_explanation"
"26","judge_age",0.332884844384231,0.37747387148903,0.881875195946919,0.379564422856871,-0.414301539453088,1.08007122822155,"punishment_prison_days","insig","Pers.","convicted_incorrect_explanation"
"27","judge_is_woman",5.81408916208039,7.70848847685887,0.754245035136846,0.452143667507086,-9.44439113260989,21.0725694567707,"punishment_prison_days","insig","Pers.","convicted_incorrect_explanation"
"28","judge_some_foreign_background",-16.4748852531478,20.5544207753757,-0.801525152821862,0.424373408431223,-57.1611008856116,24.2113303793159,"punishment_prison_days","insig","Pers.","convicted_incorrect_explanation"
