"","term","estimate","std.error","statistic","p.value","conf.low","conf.high","outcome","sig_level","controls","restriction"
"1","judge_age",-5.44933120535436e-18,2.19146285451622e-17,-0.248661810266336,0.803855422889666,-4.86398944928935e-17,3.77412320821847e-17,"judgement_convicted_binary","insig","None","convicted_participation"
"2","judge_age",2.81971276716615,2.24046396141161,1.25853966666332,0.209536660281469,-1.5959176561093,7.2353431904416,"punishment_prison_days","insig","None","convicted_participation"
"3","judge_age",-55.129930059044,31.8003265641234,-1.73362779617618,0.084668392446562,-117.872353275284,7.61249315719566,"punishment_fine","*","None","convicted_participation"
"4","judge_is_woman",5.33667641292024e-16,5.24093378963803e-16,1.01826823751743,0.30966898173245,-4.99218520901739e-16,1.56655380348579e-15,"judgement_convicted_binary","insig","None","convicted_participation"
"5","judge_is_woman",-113.100511488187,54.30533311751,-2.08267779599937,0.0384363847838754,-220.125765692501,-6.07525728387343,"punishment_prison_days","**","None","convicted_participation"
"6","judge_is_woman",437.12814645309,796.438377951182,0.548853694842771,0.583767658190005,-1134.14119341575,2008.39748632193,"punishment_fine","insig","None","convicted_participation"
"7","judge_some_foreign_background",-3.33331099161356e-16,1.83416259743791e-15,-0.181734759844616,0.855961315602252,-3.94847928358261e-15,3.2818170852599e-15,"judgement_convicted_binary","insig","None","convicted_participation"
"8","judge_some_foreign_background",-169.338524035207,157.481308152329,-1.07529284600181,0.28344327668573,-479.735359104486,141.058311034073,"punishment_prison_days","insig","None","convicted_participation"
"9","judge_some_foreign_background",3995.5357142857,2090.40669530671,1.91136764116585,0.0575373657214945,-129.164977535395,8120.23640610679,"punishment_fine","*","None","convicted_participation"
"10","judge_log_net_income",-4.38735105940595e-16,2.1831493862435e-16,-2.00964308125299,0.0456793941533016,-8.68969969996518e-16,-8.50024188467212e-18,"judgement_convicted_binary","**","None","convicted_participation"
"11","judge_log_net_income",-6.72420029387592,26.2739190944896,-0.255926809764981,0.798244334310604,-58.5024069574361,45.0540063696843,"punishment_prison_days","insig","None","convicted_participation"
"12","judge_log_net_income",22.5326399464008,360.21531705987,0.0625532532328594,0.950189423959121,-688.100178612215,733.165458505016,"punishment_fine","insig","None","convicted_participation"
"13","judge_is_married",4.61664864292306e-16,5.29189672404043e-16,0.872399610890023,0.383941541393882,-5.81265101513916e-16,1.50459483009853e-15,"judgement_convicted_binary","insig","None","convicted_participation"
