"","char","mean_sentence_length_0","mean_sentence_length_1","count_0","count_1","Difference","regression_all_data_days","regression_all_data_days_sig_level","regression_all_data_days_conf_low","regression_all_data_days_conf_high","regression_prison_only_days","regression_prison_only_days_sig_level","regression_prison_only_days_conf_low","regression_prison_only_days_conf_high","regression_prison_only_percentage","regression_prison_only_percentage_sig_level","regression_prison_only_percentage_conf_low","regression_prison_only_percentage_conf_high","regression_prison_only_days_no_contr","regression_prison_only_days_sig_level_no_contr","regression_prison_only_days_conf_low_no_contr","regression_prison_only_days_conf_high_no_contr","regression_prison_only_days_pers","regression_prison_only_days_sig_level_pers","regression_prison_only_days_conf_low_pers","regression_prison_only_days_conf_high_pers"
"1","defendant_age",NA,NA,NA,NA,NA,0.967632016377489,"***",0.398383896078046,1.53688013667693,0.974822048711546,"***",0.304626703474693,1.6450173939484,0.332399513796573,"***",0.00092354071629859,0.00572444955963286,-0.18635946239689,"insig",-0.89211604875059,0.519397123956811,0.528266077707218,"insig",-0.296293608778757,1.35282576419319
"2","defendant_is_woman",116.062602965403,81.190909090909,3035,440,-34.8716938744943,-25.0662321875477,"***",-40.5883147520654,-9.54414962303007,-23.644155465022,"***",-40.7873497492156,-6.50096118082833,-8.69822502787436,"**",-0.170225583702807,-0.0117743312561492,-36.1578286826407,"***",-55.5853062917497,-16.7303510735316,-36.148010023103,"***",-55.66643989011,-16.629580156096
"3","defendant_some_foreign_background",106.007627118644,120.766275346852,2360,937,14.7586482282079,-1.87096809844684,"insig",-22.7512856523937,19.0093494555,-1.26362387688251,"insig",-25.3314918220408,22.8042440682758,-1.91788523295294,"insig",-0.0929595886491297,0.0542292838923149,16.7322596754059,"insig",-7.30790906065451,40.7724284114664,5.4466238166926,"insig",-24.4192477760609,35.3124954094461
"4","defendant_log_net_income",NA,NA,NA,NA,NA,-3.02942978419793,"**",-5.59695691522449,-0.461902653171376,-3.58694781201384,"**",-6.58002909611397,-0.593866527913705,-0.0108995555367846,"**",-0.0199797028440648,-0.00181940822950441,-7.29221929653047,"***",-10.2853199113086,-4.29911868175234,-5.9407419534945,"***",-9.43995619164149,-2.44152771534751
"5","case_is_not_oslo",125.565365025467,108.831168831168,589,3080,-16.7341961942988,6.08920868480389,"insig",-26.3332231980208,38.5116405676286,2.83077212874528,"insig",-32.8438111938825,38.505355451373,7.68705604140365,"insig",-0.0168137293908468,0.164932140660509,-16.8306738980617,"insig",-56.8642436240082,23.2028958278847,-5.29122356626904,"insig",-53.1704004262739,42.5879532937358
"6","defendant_is_married",111.677746122191,111.341772151899,3159,316,-0.33597397029213,12.095679120835,"insig",-22.4404909625695,46.6318492042395,10.7599911852891,"insig",-28.8101618741128,50.330144244691,-2.53949528044171,"insig",-0.146821260751924,0.0953753210505696,-0.862034670044017,"insig",-42.5230357041655,40.7989663640774,6.16455984460317,"insig",-40.6213563344265,52.9504760236328
