"","term","regression_all_data_days","regression_all_data_days_sig_level","regression_all_data_days_conf_low","regression_all_data_days_conf_high","regression_prison_only_days","regression_prison_only_days_sig_level","regression_prison_only_days_conf_low","regression_prison_only_days_conf_high","regression_prison_only_percentage","regression_prison_only_percentage_sig_level","regression_prison_only_percentage_conf_low","regression_prison_only_percentage_conf_high"
"1","judge_log_net_income",22.4957971337681,"insig",-16.6714228875188,61.663017155055,24.1078661261695,"insig",-25.1339859202712,73.3497181726103,-0.000704494039887687,"insig",-0.165362579637345,0.16395359155757
"2","defendant_log_net_income",43.7422091691669,"*",-4.55104493971351,92.0354632780473,52.4572255376539,"**",0.900682234246304,104.013768841061,0.019510810270772,"insig",-0.16901614545035,0.208037765991894
"3","judge_log_net_income:defendant_log_net_income",-3.43334415376848,"*",-7.1011373451543,0.23444903761734,-4.11068755747452,"**",-8.0373510040386,-0.184024110910432,-0.00223051755199295,"insig",-0.0162650953110556,0.0118040602070697
