"","term","regression_all_data_days","regression_all_data_days_sig_level","regression_all_data_days_conf_low","regression_all_data_days_conf_high","regression_prison_only_days","regression_prison_only_days_sig_level","regression_prison_only_days_conf_low","regression_prison_only_days_conf_high","regression_prison_only_percentage","regression_prison_only_percentage_sig_level","regression_prison_only_percentage_conf_low","regression_prison_only_percentage_conf_high"
"1","judge_age",2.72070199786986,"***",0.897777759389331,4.54362623635039,3.17436360944688,"***",1.11934410581103,5.22938311308272,0.00873004586706592,"**",0.000605868437462341,0.0168542232966695
"2","defendant_log_net_income",3.44322740584329,"insig",-1.92107101657723,8.80752582826381,2.95681225117693,"insig",-3.1407062296705,9.05433073202436,0.00195492443475457,"insig",-0.0253891060858508,0.02929895495536
"3","judge_age:defendant_log_net_income",-0.143017523391117,"**",-0.284962904867086,-0.00107214191514793,-0.143976450861204,"*",-0.299495522119764,0.0115426203973566,-0.000282825529374037,"insig",-0.000937656244742972,0.000372005185994897
