"","var_value","judgement_convicted_binary","punishment_prison_days","punishment_fine","punishment_share_max_prison_sentence","group1_mitigating_confession","group1_aggravating_other","group1_aggravating_repeated_offense","group1_aggravating_driving","group1_mitigating_processing_time","group1_aggravating_life_health","group1_mitigating_other","group1_aggravating_victim","group1_aggravating_threats","group1_aggravating_place","group1_aggravating_severe","group1_aggravating_preventative","group1_aggravating_violation","group1_aggravating_cumulative_offense","group1_aggravating_children","group1_aggravating_drugs","group1_mitigating_burden","group1_mitigating_cause","group1_aggravating_object","group1_mitigating_potential_rehabilitation","group1_mitigating_minor","n","grouping_var","restriction"
"1","40 - 55",1,136.533333333333,1833.33333333333,0.0976763490784441,0.333333333333333,0.166666666666667,0.4,0.1,0.183333333333333,0.15,0.05,0.183333333333333,0.133333333333333,0.0166666666666667,0.133333333333333,0.05,0.416666666666667,0.0833333333333333,0.0833333333333333,0.05,0.0333333333333333,0.133333333333333,0,0.0166666666666666,0.0333333333333333,60,"defendant_age_groups","convicted_violation_of_residence_and_contact_prohibition_or_decision_on_restraint"
"2","< 40",1,141.898734177215,1389.87341772152,0.0790210263187854,0.341772151898734,0.341772151898734,0.30379746835443,0.126582278481013,0.20253164556962,0.164556962025316,0.0759493670886076,0.177215189873418,0.164556962025316,0.113924050632911,0.139240506329114,0.0759493670886076,0.392405063291139,0.0379746835443038,0.0759493670886076,0.0379746835443038,0.0126582278481013,0.0632911392405063,0.0253164556962025,0.0126582278481013,0.0253164556962025,79,"defendant_age_groups","convicted_violation_of_residence_and_contact_prohibition_or_decision_on_restraint"
"3","> 55",1,236.923076923077,0,0.115680666365598,0.307692307692308,0.230769230769231,0.538461538461538,0,0.230769230769231,0.153846153846154,0,0.230769230769231,0.0769230769230769,0.0769230769230769,0.153846153846154,0,0.307692307692308,0.153846153846154,0.230769230769231,0,0,0,0,0,0,13,"defendant_age_groups","convicted_violation_of_residence_and_contact_prohibition_or_decision_on_restraint"
"4",NA,1,525,0,0.184686888454012,0,0.5,0.5,0,0,0.5,0,0,0.5,0,0.5,0,0.5,0,0.5,0,0,0,0,0,0,2,"defendant_age_groups","convicted_violation_of_residence_and_contact_prohibition_or_decision_on_restraint"
"5","0",1,155.589928057554,1509.35251798561,0.0926127357493626,0.323741007194245,0.237410071942446,0.359712230215827,0.107913669064748,0.201438848920863,0.165467625899281,0.0647482014388489,0.18705035971223,0.165467625899281,0.0647482014388489,0.129496402877698,0.0503597122302158,0.402877697841727,0.0719424460431655,0.0935251798561151,0.0359712230215827,0.0143884892086331,0.0719424460431655,0.00719424460431655,0.00719424460431656,0.0215827338129496,139,"defendant_is_woman","convicted_violation_of_residence_and_contact_prohibition_or_decision_on_restraint"
"6","1",1,166.666666666667,0,0.0598608393128941,0.5,0.333333333333333,0.5,0,0.166666666666667,0,0,0.166666666666667,0,0.166666666666667,0.166666666666667,0.166666666666667,0.333333333333333,0,0,0,0.166666666666667,0.166666666666667,0,0.166666666666667,0.166666666666667,6,"defendant_is_woman","convicted_violation_of_residence_and_contact_prohibition_or_decision_on_restraint"
"7",NA,1,100.555555555556,1111.11111111111,0.0826810176125244,0.333333333333333,0.666666666666667,0.333333333333333,0.111111111111111,0.111111111111111,0.222222222222222,0,0.111111111111111,0,0.111111111111111,0.333333333333333,0.111111111111111,0.333333333333333,0,0.222222222222222,0.111111111111111,0,0.222222222222222,0.111111111111111,0,0,9,"defendant_is_woman","convicted_violation_of_residence_and_contact_prohibition_or_decision_on_restraint"
"8","0",1,152.021052631579,1955.78947368421,0.0937935250635111,0.347368421052632,0.2,0.378947368421053,0.0947368421052632,0.147368421052632,0.126315789473684,0.0421052631578947,0.189473684210526,0.147368421052632,0.0842105263157895,0.136842105263158,0.0421052631578947,0.421052631578947,0.0842105263157895,0.0947368421052632,0.0210526315789474,0.0315789473684211,0.0631578947368421,0.0105263157894737,0.0210526315789474,0.0421052631578947,95,"defendant_some_foreign_background","convicted_violation_of_residence_and_contact_prohibition_or_decision_on_restraint"
"9","1",1,173.690476190476,571.428571428571,0.0895124716553288,0.30952380952381,0.30952380952381,0.380952380952381,0.142857142857143,0.30952380952381,0.238095238095238,0.0952380952380952,0.19047619047619,0.166666666666667,0.0238095238095238,0.142857142857143,0.0714285714285714,0.380952380952381,0.0476190476190476,0.0952380952380952,0.0714285714285714,0,0.0952380952380952,0,0,0,42,"defendant_some_foreign_background","convicted_violation_of_residence_and_contact_prohibition_or_decision_on_restraint"
"10",NA,1,105.588235294118,588.235294117647,0.0768562219408311,0.294117647058823,0.529411764705882,0.235294117647059,0.0588235294117647,0.176470588235294,0.176470588235294,0.0588235294117647,0.117647058823529,0.117647058823529,0.117647058823529,0.176470588235294,0.117647058823529,0.294117647058824,0,0.117647058823529,0.0588235294117647,0,0.176470588235294,0.0588235294117647,0,0,17,"defendant_some_foreign_background","convicted_violation_of_residence_and_contact_prohibition_or_decision_on_restraint"
"11","0",1,155.503496503496,1467.13286713287,0.0908095102277833,0.328671328671329,0.244755244755245,0.356643356643357,0.104895104895105,0.195804195804196,0.160839160839161,0.062937062937063,0.181818181818182,0.160839160839161,0.0699300699300699,0.132867132867133,0.0559440559440559,0.405594405594406,0.0699300699300699,0.0839160839160839,0.027972027972028,0.020979020979021,0.0769230769230769,0.006993006993007,0.013986013986014,0.027972027972028,143,"defendant_is_married","convicted_violation_of_residence_and_contact_prohibition_or_decision_on_restraint"
