"","var_value","judgement_convicted_binary","punishment_prison_days","punishment_fine","punishment_share_max_prison_sentence","group1_mitigating_confession","group1_aggravating_other","group1_aggravating_repeated_offense","group1_aggravating_driving","group1_mitigating_processing_time","group1_aggravating_life_health","group1_mitigating_other","group1_aggravating_victim","group1_aggravating_threats","group1_aggravating_place","group1_aggravating_severe","group1_aggravating_preventative","group1_aggravating_violation","group1_aggravating_cumulative_offense","group1_aggravating_children","group1_aggravating_drugs","group1_mitigating_burden","group1_mitigating_cause","group1_aggravating_object","group1_mitigating_potential_rehabilitation","group1_mitigating_minor","n","grouping_var","restriction"
"1","40 - 55",1,57.5660066006601,18736.1056105611,0.0821949530564352,0.377887788778878,0.242574257425743,0.268976897689769,0.46039603960396,0.216171617161716,0.191419141914191,0.0247524752475247,0.0115511551155116,0.0132013201320132,0.0165016501650165,0.0742574257425743,0.033003300330033,0.0511551155115512,0.0346534653465346,0.0346534653465348,0.066006600660066,0.0214521452145215,0.00165016501650165,0.0181518151815181,0.00825082508250826,0.0181518151815182,606,"defendant_age_groups","convicted_general_violation_of_traffic_act_1"
"2","< 40",1,51.967332123412,12422.4673321234,0.0714589327774714,0.38929219600726,0.231397459165154,0.26043557168784,0.453720508166969,0.195099818511797,0.176043557168784,0.0263157894736842,0.0217785843920145,0.0181488203266787,0.0217785843920145,0.0607985480943739,0.0372050816696914,0.0480943738656987,0.0707803992740473,0.0127041742286751,0.0698729582577132,0.0208711433756806,0.0108892921960073,0.0181488203266787,0.00816696914700545,0.0181488203266788,1102,"defendant_age_groups","convicted_general_violation_of_traffic_act_1"
"3","> 55",1,34.8410852713178,16769.7674418605,0.0588517266599459,0.290697674418605,0.170542635658915,0.205426356589147,0.403100775193798,0.209302325581395,0.197674418604651,0.0232558139534884,0.00775193798449611,0.0116279069767442,0.0116279069767442,0.0387596899224806,0.0271317829457364,0.0232558139534884,0.0232558139534884,0.0271317829457364,0.0193798449612403,0.0426356589147287,0,0.00387596899224806,0,0.0155038759689922,258,"defendant_age_groups","convicted_general_violation_of_traffic_act_1"
"4",NA,1,65.5806451612903,18225.8064516129,0.0722831050228311,0.419354838709677,0.161290322580645,0.354838709677419,0.612903225806452,0.0645161290322581,0.225806451612903,0.032258064516129,0,0.032258064516129,0.032258064516129,0.0967741935483871,0.032258064516129,0.0645161290322581,0.0645161290322581,0.0645161290322581,0.0967741935483871,0,0,0.032258064516129,0,0.032258064516129,31,"defendant_age_groups","convicted_general_violation_of_traffic_act_1"
"5","0",1,54.3393501805055,15129.9693140794,0.0756257558595544,0.378459687123947,0.22503008423586,0.271359807460891,0.456077015643803,0.197352587244284,0.180505415162455,0.0240673886883273,0.0186522262334537,0.0186522262334537,0.0204572803850782,0.0673886883273166,0.0348977135980746,0.0475330926594464,0.0577617328519856,0.01985559566787,0.0649819494584837,0.0216606498194946,0.00601684717208182,0.0192539109506618,0.00782190132370637,0.0186522262334537,1662,"defendant_is_woman","convicted_general_violation_of_traffic_act_1"
"6","1",1,38.6968325791855,14468.3257918552,0.0583164073038998,0.330316742081448,0.221719457013575,0.18552036199095,0.429864253393665,0.18552036199095,0.212669683257918,0.0407239819004525,0,0,0.0180995475113122,0.0361990950226245,0.0316742081447964,0.0226244343891403,0.0316742081447964,0.0316742081447964,0.0542986425339367,0.0316742081447964,0.00452488687782806,0,0.00452488687782806,0.00904977375565611,221,"defendant_is_woman","convicted_general_violation_of_traffic_act_1"
"7",NA,1,37.8157894736842,13962.5438596491,0.0668528275377591,0.385964912280702,0.245614035087719,0.192982456140351,0.429824561403509,0.289473684210526,0.18421052631579,0.0175438596491228,0.0175438596491228,0.00877192982456139,0,0.043859649122807,0.0350877192982456,0.0701754385964912,0.0350877192982456,0.0350877192982456,0.043859649122807,0.0350877192982456,0.0175438596491228,0.00877192982456138,0,0.0263157894736842,114,"defendant_is_woman","convicted_general_violation_of_traffic_act_1"
"8","0",1,51.828297715549,15505.9388356669,0.0777403859687273,0.375092114959469,0.219602063375092,0.271186440677966,0.459837877671334,0.198231392778187,0.192336035372144,0.0272660280029477,0.0154753131908622,0.0154753131908623,0.0221075902726603,0.0655858511422254,0.0390567428150332,0.0434782608695652,0.0501105379513633,0.0198968312453942,0.0604274134119381,0.0265291083271924,0.00368459837877672,0.0176860722181282,0.00736919675755344,0.0169491525423729,1357,"defendant_some_foreign_background","convicted_general_violation_of_traffic_act_1"
"9","1",1,52.3154205607477,13683.1775700935,0.0691123036246365,0.357476635514019,0.235981308411215,0.242990654205607,0.427570093457944,0.182242990654206,0.147196261682243,0.0233644859813084,0.0186915887850467,0.0163551401869159,0.0163551401869159,0.0607476635514019,0.0233644859813084,0.0514018691588785,0.0630841121495327,0.0210280373831776,0.072429906542056,0.0140186915887851,0.0116822429906542,0.0163551401869159,0.0046728971962617,0.0163551401869159,428,"defendant_some_foreign_background","convicted_general_violation_of_traffic_act_1"
"10",NA,1,49.3066037735849,14326.7924528302,0.0588964540585313,0.39622641509434,0.245283018867925,0.19811320754717,0.44811320754717,0.259433962264151,0.207547169811321,0.0188679245283019,0.0188679245283019,0.0188679245283019,0.00471698113207545,0.0471698113207547,0.0283018867924528,0.0518867924528302,0.0566037735849056,0.0377358490566038,0.0566037735849057,0.0235849056603773,0.0141509433962264,0.00943396226415094,0.00943396226415094,0.0283018867924528,212,"defendant_some_foreign_background","convicted_general_violation_of_traffic_act_1"
