"","var_value","judgement_convicted_binary","punishment_prison_days","punishment_fine","punishment_share_max_prison_sentence","group1_mitigating_confession","group1_aggravating_other","group1_aggravating_repeated_offense","group1_aggravating_driving","group1_mitigating_processing_time","group1_aggravating_life_health","group1_mitigating_other","group1_aggravating_victim","group1_aggravating_threats","group1_aggravating_place","group1_aggravating_severe","group1_aggravating_preventative","group1_aggravating_violation","group1_aggravating_cumulative_offense","group1_aggravating_children","group1_aggravating_drugs","group1_mitigating_burden","group1_mitigating_cause","group1_aggravating_object","group1_mitigating_potential_rehabilitation","group1_mitigating_minor","n","grouping_var","restriction"
"1","40 - 55",1,76.2954545454545,2345.45454545455,0.0430589667700502,0.431818181818182,0.295454545454545,0.522727272727273,0.113636363636364,0.159090909090909,0.136363636363636,0.0909090909090909,0.0909090909090909,0.113636363636364,0.0681818181818182,0.0909090909090909,0.0681818181818182,0.25,0.159090909090909,0.159090909090909,0.0454545454545455,0.0454545454545455,0.0909090909090909,0,0.0227272727272727,0.0454545454545455,44,"defendant_age_groups","convicted_reckless_behavior"
"2","< 40",1,103,1380.95238095238,0.05092081536769,0.428571428571429,0.365079365079365,0.349206349206349,0.158730158730159,0.301587301587302,0.158730158730159,0.0317460317460317,0.111111111111111,0.158730158730159,0.126984126984127,0.0793650793650794,0.0634920634920635,0.174603174603175,0.0952380952380952,0.0793650793650794,0.0952380952380952,0.0317460317460317,0.0158730158730159,0.0476190476190476,0.0317460317460317,0.0158730158730159,63,"defendant_age_groups","convicted_reckless_behavior"
"3","> 55",1,31.8461538461538,6784.61538461538,0.019067690300567,0,0.153846153846154,0.0769230769230769,0,0,0,0.230769230769231,0,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,0,0,13,"defendant_age_groups","convicted_reckless_behavior"
"4",NA,1,75,1000,0.00856164383561645,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,2,"defendant_age_groups","convicted_reckless_behavior"
"5","0",1,93.3861386138614,1845.54455445545,0.047370829094846,0.356435643564356,0.277227722772277,0.396039603960396,0.128712871287129,0.207920792079208,0.128712871287129,0.0594059405940594,0.0792079207920792,0.158415841584158,0.0792079207920792,0.0693069306930693,0.0693069306930693,0.188118811881188,0.108910891089109,0.0891089108910891,0.0693069306930693,0.0297029702970297,0.0396039603960396,0.0198019801980198,0.0198019801980198,0.0198019801980198,101,"defendant_is_woman","convicted_reckless_behavior"
"6","1",1,37.6875,5875,0.0225345430824883,0.375,0.4375,0.3125,0.0625,0.1875,0.125,0.1875,0.0625,0,0.1875,0.0625,0,0.1875,0.125,0.0625,0,0.0625,0.0625,0,0.0625,0.0625,16,"defendant_is_woman","convicted_reckless_behavior"
"7",NA,1,75,0,0.0445205479452054,0.8,0.6,0.4,0.2,0.4,0.2,0,0.4,0,0,0.2,0,0.2,0,0.4,0.2,0,0,0.2,0,0,5,"defendant_is_woman","convicted_reckless_behavior"
"8","0",1,70.1379310344828,2832.18390804598,0.0378721375259206,0.344827586206897,0.310344827586207,0.379310344827586,0.126436781609195,0.206896551724138,0.149425287356322,0.0919540229885058,0.0689655172413793,0.149425287356322,0.114942528735632,0.0804597701149425,0.0689655172413793,0.172413793103448,0.103448275862069,0.103448275862069,0.0344827586206897,0.0459770114942529,0.0459770114942529,0.0229885057471265,0.0229885057471265,0.0344827586206896,87,"defendant_some_foreign_background","convicted_reckless_behavior"
"9","1",1,136.12,1360,0.0601969993476843,0.44,0.24,0.44,0.12,0.2,0.08,0.04,0.12,0.08,0.04,0.04,0.04,0.28,0.16,0.04,0.16,0,0.04,0,0,0,25,"defendant_some_foreign_background","convicted_reckless_behavior"
"10",NA,1,90.5,0,0.0567808219178082,0.5,0.5,0.3,0.1,0.3,0.1,0,0.2,0.1,0,0.1,0,0.1,0,0.2,0.1,0,0,0.1,0.1,0,10,"defendant_some_foreign_background","convicted_reckless_behavior"
"11","0",1,88.3302752293578,2572.47706422018,0.0446800053500036,0.36697247706422,0.311926605504587,0.376146788990826,0.119266055045872,0.211009174311927,0.119266055045872,0.0642201834862385,0.073394495412844,0.128440366972477,0.091743119266055,0.0642201834862385,0.0642201834862385,0.192660550458716,0.110091743119266,0.073394495412844,0.055045871559633,0.036697247706422,0.0458715596330275,0.018348623853211,0.0275229357798165,0.0275229357798165,109,"defendant_is_married","convicted_reckless_behavior"
"12","1",1,50.875,0,0.0343607305936073,0.25,0.125,0.5,0.125,0.125,0.25,0.25,0.125,0.25,0.125,0.125,0,0.125,0.125,0.25,0.125,0,0,0,0,0,8,"defendant_is_married","convicted_reckless_behavior"
"13",NA,1,75,0,0.0445205479452054,0.8,0.6,0.4,0.2,0.4,0.2,0,0.4,0,0,0.2,0,0.2,0,0.4,0.2,0,0,0.2,0,0,5,"defendant_is_married","convicted_reckless_behavior"
