"","var_value","judgement_convicted_binary","punishment_prison_days","punishment_fine","punishment_share_max_prison_sentence","group1_mitigating_confession","group1_aggravating_other","group1_aggravating_repeated_offense","group1_aggravating_driving","group1_mitigating_processing_time","group1_aggravating_life_health","group1_mitigating_other","group1_aggravating_victim","group1_aggravating_threats","group1_aggravating_place","group1_aggravating_severe","group1_aggravating_preventative","group1_aggravating_violation","group1_aggravating_cumulative_offense","group1_aggravating_children","group1_aggravating_drugs","group1_mitigating_burden","group1_mitigating_cause","group1_aggravating_object","group1_mitigating_potential_rehabilitation","group1_mitigating_minor","n","grouping_var","restriction"
"1","40 - 55",1,229.776119402985,4496.26865671642,0.0701322831461595,0.582089552238806,0.335820895522388,0.373134328358209,0.208955223880597,0.298507462686567,0.111940298507463,0.0373134328358209,0.0447761194029851,0.0447761194029851,0.0373134328358209,0.0597014925373135,0.0373134328358209,0.104477611940299,0.0522388059701492,0.0373134328358209,0.156716417910448,0.0149253731343283,0.0149253731343283,0.0447761194029851,0,0.0447761194029851,134,"defendant_age_groups","convicted_drug_offense"
"2","< 40",1,158.146766169154,2747.76119402985,0.0556138260121092,0.485074626865672,0.248756218905473,0.300995024875622,0.181592039800995,0.276119402985075,0.0671641791044776,0.0398009950248756,0.0223880597014926,0.0248756218905473,0.0398009950248756,0.0572139303482586,0.0248756218905473,0.0746268656716419,0.0646766169154229,0.0174129353233831,0.159203980099502,0.037313432835821,0.0124378109452736,0.0373134328358211,0.027363184079602,0.0149253731343283,402,"defendant_age_groups","convicted_drug_offense"
"3","> 55",1,292.958333333333,750,0.0687260377105523,0.5,0.25,0.166666666666667,0.166666666666667,0.5,0,0,0.0416666666666667,0.0416666666666667,0.0833333333333333,0.0416666666666667,0,0.166666666666667,0.0416666666666667,0,0.0833333333333333,0.0833333333333333,0,0.0416666666666667,0.0416666666666667,0.0416666666666667,24,"defendant_age_groups","convicted_drug_offense"
"4",NA,1,293.1,2000,0.0776566385388834,0.4,0.2,0.4,0.1,0,0.2,0,0.1,0,0.1,0.1,0,0.1,0.1,0,0.2,0,0,0,0,0.1,10,"defendant_age_groups","convicted_drug_offense"
"5","0",1,173.511904761905,3099.40476190476,0.0590995157158268,0.505952380952381,0.259920634920635,0.325396825396825,0.186507936507936,0.279761904761905,0.0714285714285714,0.0337301587301587,0.0297619047619048,0.0297619047619048,0.0416666666666667,0.0634920634920636,0.0277777777777778,0.0813492063492063,0.0674603174603175,0.0178571428571429,0.166666666666667,0.0317460317460318,0.0138888888888889,0.0396825396825398,0.0238095238095238,0.0198412698412699,504,"defendant_is_woman","convicted_drug_offense"
"6","1",1,207.943396226415,3075.47169811321,0.0613477088948787,0.547169811320755,0.30188679245283,0.207547169811321,0.169811320754717,0.339622641509434,0.132075471698113,0.0566037735849057,0.0377358490566038,0.0188679245283019,0.0566037735849057,0.0188679245283019,0.0188679245283019,0.0943396226415095,0.0188679245283019,0.0377358490566038,0.0943396226415095,0.0566037735849057,0,0.0377358490566038,0,0.0754716981132076,53,"defendant_is_woman","convicted_drug_offense"
"7",NA,1,450.461538461538,1538.46153846154,0.0879146766684693,0.384615384615385,0.461538461538462,0.307692307692308,0.230769230769231,0.307692307692308,0.0769230769230769,0.076923076923077,0,0.0769230769230769,0,0,0,0.230769230769231,0,0.076923076923077,0,0,0,0,0,0,13,"defendant_is_woman","convicted_drug_offense"
"8","0",1,160.213675213675,3900.2849002849,0.0649292255708875,0.541310541310541,0.279202279202279,0.33048433048433,0.1994301994302,0.279202279202279,0.0911680911680912,0.0455840455840456,0.037037037037037,0.0227920227920228,0.0455840455840456,0.0683760683760684,0.0341880341880342,0.0911680911680912,0.0598290598290599,0.0227920227920228,0.148148148148148,0.0313390313390313,0.00284900284900286,0.03988603988604,0.0284900284900285,0.0284900284900285,351,"defendant_some_foreign_background","convicted_drug_offense"
"9","1",1,182.795580110497,1807.18232044199,0.0502905309375198,0.469613259668508,0.248618784530387,0.292817679558011,0.154696132596685,0.303867403314917,0.0497237569060774,0.0165745856353591,0.0220994475138122,0.0331491712707182,0.0386740331491713,0.0441988950276243,0.0165745856353591,0.0607734806629835,0.0773480662983425,0.0165745856353591,0.18232044198895,0.0441988950276243,0.0331491712707182,0.0386740331491713,0.00552486187845305,0.0165745856353591,181,"defendant_some_foreign_background","convicted_drug_offense"
"10",NA,1,394.894736842105,1289.47368421053,0.0602034477321782,0.368421052631579,0.263157894736842,0.263157894736842,0.210526315789474,0.263157894736842,0.0789473684210526,0.0526315789473685,0,0.0789473684210526,0.0263157894736842,0.0263157894736842,0,0.157894736842105,0,0.0263157894736842,0.105263157894737,0,0,0.0263157894736842,0.0263157894736842,0.0263157894736842,38,"defendant_some_foreign_background","convicted_drug_offense"
"11","0",1,169.81970260223,2946.28252788104,0.0580767886735694,0.503717472118959,0.254646840148699,0.315985130111524,0.185873605947955,0.276951672862454,0.0780669144981413,0.0371747211895911,0.0297397769516728,0.0297397769516729,0.0427509293680297,0.0613382899628252,0.0278810408921933,0.0836431226765799,0.0650557620817844,0.0204460966542752,0.159851301115242,0.0315985130111524,0.0111524163568773,0.0408921933085503,0.0223048327137546,0.0260223048327138,538,"defendant_is_married","convicted_drug_offense"
"12","1",1,374.105263157895,7368.42105263158,0.0943301150434155,0.68421052631579,0.526315789473684,0.263157894736842,0.157894736842105,0.526315789473684,0.0526315789473684,0,0.0526315789473684,0,0.0526315789473684,0,0,0.0526315789473684,0,0,0.157894736842105,0.105263157894737,0.0526315789473684,0,0,0,19,"defendant_is_married","convicted_drug_offense"
"13",NA,1,450.461538461538,1538.46153846154,0.0879146766684693,0.384615384615385,0.461538461538462,0.307692307692308,0.230769230769231,0.307692307692308,0.0769230769230769,0.076923076923077,0,0.0769230769230769,0,0,0,0.230769230769231,0,0.076923076923077,0,0,0,0,0,0,13,"defendant_is_married","convicted_drug_offense"
"14","1",1,226.202898550725,1616.42512077295,0.057759848871507,0.48792270531401,0.260869565217391,0.270531400966184,0.159420289855073,0.265700483091787,0.0483091787439613,0.0193236714975845,0.0193236714975845,0.0483091787439614,0.0434782608695652,0.067632850241546,0.0386473429951691,0.0676328502415459,0.0821256038647343,0.0193236714975845,0.144927536231884,0.0338164251207729,0.00966183574879225,0.0628019323671498,0.0144927536231884,0.0289855072463768,207,"defendant_net_income_quantile","convicted_drug_offense"
"15","2",1,173.734463276836,3135.59322033898,0.0644994266049916,0.451977401129944,0.248587570621469,0.327683615819209,0.180790960451977,0.23728813559322,0.0847457627118645,0.0677966101694916,0.0508474576271186,0.0225988700564972,0.0564971751412429,0.0677966101694915,0.0225988700564972,0.0734463276836158,0.0508474576271186,0.0282485875706215,0.169491525423729,0.0282485875706214,0.0112994350282486,0.0338983050847458,0.0169491525423729,0.0169491525423729,177,"defendant_net_income_quantile","convicted_drug_offense"
"16","3",1,138.087591240876,3441.60583941606,0.0568048086298393,0.598540145985402,0.248175182481752,0.394160583941606,0.262773722627737,0.37956204379562,0.109489051094891,0.0291970802919708,0.00729927007299271,0.0218978102189781,0.0218978102189781,0.0510948905109489,0.0218978102189781,0.138686131386861,0.0437956204379562,0.0218978102189781,0.160583941605839,0.0437956204379562,0.0145985401459854,0.0218978102189781,0.0364963503649635,0.0218978102189781,137,"defendant_net_income_quantile","convicted_drug_offense"
"17","4",1,159.877551020408,7836.73469387755,0.0617454955330999,0.530612244897959,0.428571428571429,0.224489795918367,0.102040816326531,0.285714285714286,0.0816326530612245,0.0204081632653061,0.0612244897959184,0,0.0408163265306122,0,0,0.0612244897959184,0.0612244897959184,0,0.142857142857143,0.0204081632653061,0.0204081632653061,0,0.0204081632653061,0.0408163265306122,49,"defendant_net_income_quantile","convicted_drug_offense"
"18","0",1,143.050724637681,1652.89855072464,0.0480642894921497,0.492753623188406,0.210144927536232,0.297101449275362,0.159420289855072,0.166666666666667,0.0289855072463768,0.0144927536231884,0.0144927536231884,0.0507246376811594,0.036231884057971,0.0217391304347826,0.0579710144927536,0.123188405797101,0.0652173913043478,0.0144927536231884,0.13768115942029,0.0434782608695652,0.00724637681159421,0.072463768115942,0.0144927536231884,0.0434782608695652,138,"case_is_not_oslo","convicted_drug_offense"
