"","var_value","judgement_convicted_binary","punishment_prison_days","punishment_fine","punishment_share_max_prison_sentence","group1_mitigating_confession","group1_aggravating_other","group1_aggravating_repeated_offense","group1_aggravating_driving","group1_mitigating_processing_time","group1_aggravating_life_health","group1_mitigating_other","group1_aggravating_victim","group1_aggravating_threats","group1_aggravating_place","group1_aggravating_severe","group1_aggravating_preventative","group1_aggravating_violation","group1_aggravating_cumulative_offense","group1_aggravating_children","group1_aggravating_drugs","group1_mitigating_burden","group1_mitigating_cause","group1_aggravating_object","group1_mitigating_potential_rehabilitation","group1_mitigating_minor","n","grouping_var","restriction"
"1","40 - 55",1,84.4545454545454,11212.962962963,0.0639040932266066,0.454545454545454,0.309090909090909,0.145454545454545,0.218181818181818,0.236363636363636,0.0909090909090909,0,0.0363636363636363,0.0363636363636363,0.0363636363636363,0.0181818181818182,0.0363636363636364,0.0363636363636363,0.0363636363636364,0.0181818181818182,0.0181818181818182,0.0181818181818182,0.0363636363636363,0.0181818181818182,0.0181818181818182,0.0181818181818182,55,"defendant_age_groups","convicted_stay_of_execution_.conditional_imprisonment_."
"2","< 40",1,69.6923076923077,8147.05882352941,0.067862024195556,0.373626373626374,0.21978021978022,0.131868131868132,0.241758241758242,0.153846153846154,0.10989010989011,0.021978021978022,0.021978021978022,0.0989010989010989,0.032967032967033,0.0659340659340659,0.010989010989011,0.0769230769230769,0.021978021978022,0.021978021978022,0.065934065934066,0.032967032967033,0.032967032967033,0.010989010989011,0.021978021978022,0.043956043956044,91,"defendant_age_groups","convicted_stay_of_execution_.conditional_imprisonment_."
"3","> 55",1,79.2631578947368,6916.66666666667,0.047047437200014,0.421052631578947,0.31578947368421,0.105263157894737,0.263157894736842,0.210526315789474,0.210526315789474,0,0,0.0526315789473684,0,0.0526315789473684,0.0526315789473684,0.105263157894737,0,0.0526315789473684,0,0,0.0526315789473684,0,0,0,19,"defendant_age_groups","convicted_stay_of_execution_.conditional_imprisonment_."
"4",NA,1,16.5,0,0.00753424657534247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"defendant_age_groups","convicted_stay_of_execution_.conditional_imprisonment_."
"5","0",1,80.2595419847328,9056,0.0687254801331557,0.435114503816794,0.267175572519084,0.145038167938931,0.236641221374046,0.198473282442748,0.114503816793893,0.00763358778625953,0.0229007633587786,0.083969465648855,0.0305343511450381,0.0534351145038168,0.0305343511450381,0.0687022900763359,0.0229007633587786,0.0152671755725191,0.0458015267175572,0.0229007633587786,0.0305343511450381,0.0152671755725191,0.0229007633587786,0.0229007633587786,131,"defendant_is_woman","convicted_stay_of_execution_.conditional_imprisonment_."
"6","1",1,58.8928571428572,9634.61538461538,0.0477891602144133,0.25,0.214285714285714,0.107142857142857,0.25,0.107142857142857,0.142857142857143,0.0357142857142857,0.0357142857142857,0.0357142857142857,0.0357142857142857,0.0357142857142857,0,0.0714285714285714,0.0357142857142857,0.0714285714285714,0.0357142857142857,0.0357142857142857,0.0357142857142857,0,0,0.0714285714285714,28,"defendant_is_woman","convicted_stay_of_execution_.conditional_imprisonment_."
"7",NA,1,45.375,5000,0.0277397260273973,0.375,0.25,0,0.125,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,8,"defendant_is_woman","convicted_stay_of_execution_.conditional_imprisonment_."
"8","0",1,74.0826446280992,10047.8260869565,0.0630616924531733,0.446280991735537,0.289256198347107,0.148760330578512,0.231404958677686,0.173553719008264,0.132231404958678,0.0165289256198347,0.0165289256198347,0.0661157024793389,0.0247933884297521,0.0495867768595041,0.0330578512396695,0.0743801652892562,0.0165289256198347,0.0330578512396694,0.0495867768595041,0.0165289256198347,0.0413223140495868,0.0165289256198347,0.0165289256198347,0.0413223140495868,121,"defendant_some_foreign_background","convicted_stay_of_execution_.conditional_imprisonment_."
"9","1",1,91.3636363636364,6354.83870967742,0.0780213030715561,0.272727272727273,0.151515151515152,0.121212121212121,0.272727272727273,0.212121212121212,0.0606060606060606,0,0.0606060606060606,0.121212121212121,0.0606060606060606,0.0606060606060606,0,0.0606060606060606,0.0606060606060606,0,0.0303030303030303,0.0606060606060606,0,0,0,0,33,"defendant_some_foreign_background","convicted_stay_of_execution_.conditional_imprisonment_."
"10",NA,1,42.0769230769231,5384.61538461538,0.0409931506849316,0.307692307692308,0.230769230769231,0,0.153846153846154,0.230769230769231,0.0769230769230769,0,0,0,0,0,0,0,0,0,0,0,0.076923076923077,0,0.0769230769230769,0,13,"defendant_some_foreign_background","convicted_stay_of_execution_.conditional_imprisonment_."
"11","0",1,81.7222222222223,8180.14705882353,0.0638980683122702,0.409722222222222,0.263888888888889,0.138888888888889,0.25,0.1875,0.131944444444444,0.0138888888888889,0.0277777777777778,0.0833333333333333,0.0347222222222222,0.0555555555555556,0.0277777777777778,0.0763888888888889,0.0277777777777778,0.0277777777777778,0.0486111111111111,0.0208333333333333,0.0347222222222222,0.0138888888888889,0.0138888888888889,0.0347222222222222,144,"defendant_is_married","convicted_stay_of_execution_.conditional_imprisonment_."
"12","1",1,26.3333333333333,18000,0.0996575342465753,0.333333333333333,0.2,0.133333333333333,0.133333333333333,0.133333333333333,0,0,0,0,0,0,0,0,0,0,0,0.0666666666666667,0,0,0.0666666666666667,0,15,"defendant_is_married","convicted_stay_of_execution_.conditional_imprisonment_."
"13",NA,1,45.375,5000,0.0277397260273973,0.375,0.25,0,0.125,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,8,"defendant_is_married","convicted_stay_of_execution_.conditional_imprisonment_."
"14","1",1,108.216216216216,4972.22222222222,0.0564882808394352,0.45945945945946,0.189189189189189,0.189189189189189,0.162162162162162,0.162162162162162,0.0540540540540541,0,0.027027027027027,0.081081081081081,0.027027027027027,0.027027027027027,0,0.027027027027027,0.054054054054054,0,0.027027027027027,0.0540540540540541,0.027027027027027,0.027027027027027,0.027027027027027,0.027027027027027,37,"defendant_net_income_quantile","convicted_stay_of_execution_.conditional_imprisonment_."
"15","2",1,102.541666666667,6619.5652173913,0.0664697892259941,0.416666666666667,0.291666666666667,0.208333333333333,0.229166666666667,0.1875,0.145833333333333,0.0208333333333333,0.0416666666666667,0.0625,0.0208333333333333,0.0416666666666667,0.0416666666666667,0.0833333333333333,0,0.0416666666666667,0.0416666666666667,0.0208333333333333,0.0625,0,0,0.0208333333333333,48,"defendant_net_income_quantile","convicted_stay_of_execution_.conditional_imprisonment_."
"16","3",1,36.1632653061225,5782.60869565217,0.0506720270001985,0.408163265306122,0.306122448979592,0.0204081632653061,0.306122448979592,0.224489795918367,0.183673469387755,0,0,0.0612244897959184,0,0.0408163265306122,0.0408163265306122,0.0816326530612245,0,0.0204081632653061,0.0612244897959184,0,0.0408163265306122,0.0204081632653061,0.0408163265306122,0.0408163265306122,49,"defendant_net_income_quantile","convicted_stay_of_execution_.conditional_imprisonment_."
"17","4",1,55.3939393939394,21709.6774193548,0.0903050285033608,0.303030303030303,0.212121212121212,0.121212121212121,0.212121212121212,0.151515151515152,0.0303030303030303,0.0303030303030303,0.0303030303030303,0.0909090909090909,0.0909090909090909,0.0909090909090909,0,0.0606060606060606,0.0606060606060606,0.0303030303030303,0.0303030303030303,0.0303030303030303,0,0,0,0.0303030303030303,33,"defendant_net_income_quantile","convicted_stay_of_execution_.conditional_imprisonment_."
"18","0",1,84.4782608695652,4761.90476190476,0.0678368744758177,0.565217391304348,0.0869565217391304,0.304347826086957,0.347826086956522,0.217391304347826,0.217391304347826,0,0.0434782608695652,0.0869565217391304,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.173913043478261,0,0,0.0869565217391305,0,0.0434782608695652,0.0869565217391305,0,0.0434782608695652,23,"case_is_not_oslo","convicted_stay_of_execution_.conditional_imprisonment_."
"19","1",1,73.4930555555556,9583.33333333333,0.0629974525711283,0.375,0.284722222222222,0.104166666666667,0.215277777777778,0.180555555555556,0.0972222222222222,0.0138888888888889,0.0208333333333334,0.0694444444444444,0.0277777777777778,0.0486111111111111,0.0208333333333333,0.0486111111111111,0.0277777777777778,0.0277777777777778,0.0347222222222222,0.0277777777777778,0.0347222222222222,0,0.0208333333333333,0.0277777777777778,144,"case_is_not_oslo","convicted_stay_of_execution_.conditional_imprisonment_."
